scenario,method,n,daily_cost_usd_mean,daily_cost_usd_ci,daily_cost_usd_p_raw,daily_cost_usd_d,min_voltage_pu_mean,min_voltage_pu_ci,min_voltage_pu_p_raw,min_voltage_pu_d,violation_rate_pct_mean,violation_rate_pct_ci,violation_rate_pct_p_raw,violation_rate_pct_d,service_quality_mean,service_quality_ci,service_quality_p_raw,service_quality_d,daily_cost_usd_p_holm,min_voltage_pu_p_holm,violation_rate_pct_p_holm,service_quality_p_holm
S1,cpo,50,65.82007336847543,1.4570086509019171,4.615012411264489e-78,-16.1849066587559,0.9539669600994448,0.00019551360147924534,3.936156672263033e-28,3.270574916194633,0.0,0.0,,,0.783558941919908,0.006113984986238465,3.6227901244724377e-68,-9.82912311486792,5.538014893517387e-77,9.840391680657583e-27,,1.1230649385864557e-66
S1,flat_ddpg,50,105.27477248336726,2.265352944322029,5.759899583904196e-68,-9.235362770927773,0.9521941906243986,0.00030872230072189,7.703576444303042e-07,1.056757633510157,0.002777777777777776,0.0038103173776627194,0.1593860519746163,0.2857738033247041,0.8304569321831019,0.010374815773252105,1.120906306039464e-36,-5.07077852563385,6.335889542294615e-67,6.162861155442434e-06,0.3187721039492326,1.2329969366434102e-35
S1,hrl,50,51.35501494758378,1.508433120677355,5.302094658358496e-83,-17.99575740027375,0.9540896141388547,0.0002499660163495855,5.378378418684407e-28,3.1126791134929443,0.0,0.0,,,0.7793375314796149,0.013059283859518536,6.804135435904478e-37,-5.606238380118477,9.013560919209443e-82,1.2908108204842577e-26,,8.164962523085374e-36
S1,milp,50,35.301026477728016,1.584306655620208,1.7388923905969488e-88,-19.89311024951347,0.952959777342524,0.000313191759958615,6.098708987771735e-14,1.7525128226094697,0.0,0.0,,,0.49514537874967735,0.02042973621213554,9.004648595947958e-45,-9.025394107268012,3.303895542134203e-87,7.928321684103256e-13,,1.3506972893921937e-43
S1,nested,50,184.24788229123217,2.4707204851863316,,,0.9510535875673863,0.0002893198016305382,,,0.0,0.0,,,0.9782572374506608,0.004786667543420223,,,,,,
S1,ppo_lag,50,61.50944727842689,1.519673773225286,1.9590177559908195e-80,-16.587036446026517,0.9543031714350113,0.00018668169773572877,2.5292775088880335e-31,3.6995767452609667,0.0,0.0,,,0.752295744952615,0.00920249662823501,9.87317491264919e-54,-8.539218751253486,3.134428409585311e-79,7.840760277552904e-30,,2.5670254772887895e-52
S1,tou,50,178.8853550000001,2.509244102922959,0.0035840845345724657,-0.5969408940796799,0.9501084073120022,0.00048218956224255563,0.0014692358032247408,-0.6588871514658461,0.17916666666666664,0.09398648773383973,0.00048787083290671414,0.7472705388483825,0.99900056791341,0.0006396210651122226,3.359807624129394e-11,1.6837909209344673,0.014336338138289863,0.007346179016123704,0.004871664368372653,5.0339498313371525e-11
S1,uncoordinated,50,189.56668500000006,2.532896092783668,0.004019678180546775,0.5892470222549137,0.950267660637602,0.0004860251142443781,0.007933084781299697,-0.5446822530468306,0.14305555555555555,0.08086738496215444,0.0011042177572969305,0.6934535821088058,0.9992715967687932,0.0006238707624386257,2.273229929989893e-11,1.7065193022449359,0.014336338138289863,0.03173233912519879,0.007957608511630394,5.0339498313371525e-11
S2,cpo,50,108.07132627931117,1.8642252358562186,4.3210900354199425e-94,-22.749401737139134,0.953022252798036,0.000272648844592102,3.1765945092358344e-27,4.008602843195153,0.0,0.0,,,0.7830545814156286,0.005010388476354523,9.39988436102659e-77,-12.068244006898153,8.718887398362619e-93,7.306167371242419e-26,,3.2899595263593063e-75
S2,flat_ddpg,50,177.88813934892903,3.0018713696252632,2.4164483186852396e-79,-12.119205815100155,0.9496326288903008,0.00041711376106845217,0.023841478769900268,-0.46558213034055485,0.19999999999999996,0.10490201189093289,0.00048716643683726534,0.747364121877022,0.8611071883788035,0.008023953585507336,1.4871864859423344e-38,-5.230943049610381,3.1413828142908115e-78,0.0715244363097008,0.004871664368372653,1.9333424317250346e-37
S2,hrl,50,80.22088055852174,1.6354982492500252,4.151851142077438e-94,-26.892911112733174,0.9540646763280951,0.0002383311073867538,9.036558147189603e-38,6.178154977302954,0.0,0.0,,,0.7926523223885603,0.009519685761886876,7.295193626180461e-45,-7.139624574749367,8.718887398362619e-93,3.162795351516361e-36,,1.1672309801888738e-43
S2,milp,50,57.346893558572795,1.6793266495500592,2.130797330199997e-98,-29.421041987545493,0.9512470228587456,0.0003898886801794367,1.1821371776322374e-06,1.0982952744286951,0.02916666666666667,0.02133224823629274,0.010003330523697071,0.5359647612707649,0.4860493617773092,0.014928164045466662,1.2251244461989892e-53,-12.546285506420261,4.687754126439993e-97,8.274960243425661e-06,0.050016652618485355,3.062811115497473e-52
S2,nested,50,305.9767118007047,2.855485759364959,,,0.9501355948100259,7.312753850371369e-05,,,0.0,0.0,,,0.9808891032314804,0.004023694648573973,,,,,,
S2,ppo_lag,50,106.73825570356726,2.3653537468232133,5.937649631870639e-100,-21.063399263991283,0.9533825432855951,0.0002732050039674938,1.00432178168129e-29,4.500361349551321,0.0,0.0,,,0.7639720628447594,0.008447336198192459,9.083964281194535e-54,-9.087775633862499,1.365659415330247e-98,2.9125331668757414e-28,,2.4526703559225246e-52
S2,tou,50,296.82972000000007,3.053645954227412,4.236723592247251e-05,-0.8576530268736928,0.9457835208076851,0.0006069246025057993,6.055277781009319e-19,-2.7907299952968194,3.9166666666666674,0.8035426959393824,8.96724064611061e-13,1.9107053565317402,0.998728845246959,0.0007217931806836369,1.6779832771123842e-11,1.7106929492315774,0.0002542034155348351,1.0293972227715842e-17,1.3450860969165916e-11,5.0339498313371525e-11
S2,uncoordinated,50,315.40157000000005,3.08852364129334,2.8602602226860412e-05,0.8783404576568234,0.946004445815786,0.0006025001157713371,3.598231845962763e-18,-2.6682358493150042,3.5027777777777778,0.7553375584204016,4.34222732065994e-12,1.8178480251403868,0.9989297852790014,0.0006918391846434477,1.1867094723868675e-11,1.7321574722721358,0.00020021821558802288,5.757170953540421e-17,6.079118248923917e-11,4.74683788954747e-11
S3,cpo,50,130.4490104476762,2.1098185820531565,1.1163208666178814e-105,-25.997833183626273,0.9524725951618974,0.00028206711697531593,4.235177116523184e-22,3.3773192794764233,0.0,0.0,,,0.7866613880155215,0.005655557690522252,1.8367690758235152e-70,-10.635760712562469,3.125698426530068e-104,8.04683652139405e-21,,5.877661042635249e-69
S3,flat_ddpg,50,209.43609174861334,3.5323975544445334,6.819583918521148e-80,-13.259569216308428,0.9484785712921944,0.0003710482219871407,7.904298776887887e-11,-1.6495702834254815,0.5875,0.19339980498413445,2.755152220012231e-07,1.1907974778924553,0.8622124336163417,0.006462096186557264,1.705482591355501e-46,-5.910473162134922,1.0229375877781721e-78,7.904298776887887e-10,3.030667442013454e-06,2.899320405304352e-45
S3,hrl,50,95.97863458526398,1.6890686876374643,3.1641459321364755e-103,-32.07344776996325,0.9536817839901748,0.00025236280076694576,4.628679466152829e-32,5.650698015108048,0.0,0.0,,,0.8002196988366904,0.007682959271459899,4.935984945030602e-53,-7.97234417812132,7.593950237127541e-102,1.4811774291689054e-30,,1.1846363868073444e-51
S3,milp,50,69.69756053123415,1.7463446441468615,5.838265974203671e-108,-34.92603405937043,0.9505633700545475,0.0004769076115447984,0.036697013434033934,0.4295580228875978,0.05833333333333332,0.03529260405856399,0.0021527884443984795,0.6479166748002521,0.49299254035947265,0.012800608391433961,2.6338868471079175e-59,-14.117643852066644,1.8098624520031381e-106,0.07339402686806787,0.012916730666390878,7.374883171902169e-58
S3,nested,50,361.2109600161241,2.766835375706155,,,0.9500406354280514,1.0795874175799374e-05,,,0.0,0.0,,,0.9790618645841761,0.004277930809231879,,,,,,
S3,ppo_lag,50,136.40373104411057,2.8917880246207934,2.3540754207192837e-104,-22.018852870401737,0.9527013089920962,0.00027840908563843213,5.241828818363987e-24,3.7434150998573568,0.002777777777777778,0.005444444444444443,0.3222234059506757,0.20000000000000004,0.7869192400918138,0.008548703095908564,1.6594724655053676e-50,-7.879193983478457,5.885188551798209e-103,1.1532023400400772e-22,0.3222234059506757,3.650839424111809e-49
S3,tou,50,356.6714250000001,3.4736883524031077,0.04802143346429248,-0.40070354529109725,0.9438878085850572,0.0006625314259519385,1.8843902395092255e-23,-3.639960132941676,6.886111111111111,0.9050369407916623,7.629826961316069e-20,2.982591575979595,0.9986592442116573,0.0007137223028390647,6.060780676986894e-12,1.7712857066943928,0.09604286692858496,3.9572195029693735e-22,1.5259653922632138e-18,3.030390338493447e-11
S3,uncoordinated,50,379.94907500000016,3.3333404098359023,2.9767477581317343e-13,1.6955863246624672,0.9441136645363498,0.0006528151776467285,4.9505245716888136e-23,-3.5585185964924793,6.379166666666666,0.8790954403305005,5.073711518418747e-19,2.844552728419576,0.9987828817486236,0.0007191199431994868,4.965656072335043e-12,1.782094211777603,2.3813982065053875e-12,9.901049143377628e-22,9.640051884995619e-18,2.979393643401026e-11
S4,cpo,50,131.22086168951273,1.9320831157082339,3.7318180303050164e-105,-26.97435347870595,0.9456049769634925,0.0005751333161155447,8.633339264603414e-13,-1.6694642587332138,0.5833333333333334,0.07233751481342662,3.562668540594945e-18,2.4954772816556607,0.7886509490285307,0.005537166148729912,7.451924865779916e-71,-10.679298542823691,9.702726878793043e-104,1.0360007117524097e-11,6.412803373070901e-17,2.459135205707372e-69
S4,flat_ddpg,50,210.08970245797917,3.4241956296500344,7.730195720572414e-80,-13.317199087577729,0.9417901073517375,0.0006509705703127627,2.488574463286205e-29,-3.4763177025544842,2.4736111111111114,0.2602910348811617,3.139481265085794e-23,3.5607281367657095,0.8621760626709323,0.006891041837518171,9.500345516987552e-44,-5.6390042034456815,1.082227400880138e-78,6.719151050872753e-28,6.592910656680167e-22,1.3300483723782573e-42
S4,hrl,50,95.99859182328126,1.7621687758613067,1.944379373605415e-107,-32.12324280231627,0.9471354817869272,0.0005097612010871443,2.576608681344172e-05,-0.8855112287813479,0.2555555555555556,0.039932659364868464,4.194616347406833e-09,1.3223712483073462,0.8008814940404126,0.0078879818147711,1.7414753258241024e-51,-7.778502374990489,5.833138120816245e-106,0.0001545965208806503,5.0335396168882e-08,4.0053932493954353e-50
S4,milp,50,68.67599706766224,2.0892090887374524,4.858015186223375e-114,-34.127546709487596,0.9450648396768285,0.0006193681133186021,2.227110885084088e-14,-1.9412338738986055,0.8040123456790124,0.13153060868552913,1.184995470806683e-13,2.174834800358363,0.5024058242290486,0.01571349214327062,1.5050887519681177e-47,-12.043706402684025,1.6031450114537136e-112,3.117955239117723e-13,1.8959927532906928e-12,3.0101775039362354e-46
S4,nested,50,357.35972295553404,2.6583778072240016,,,0.9486135298669821,0.0004101940708443398,,,0.1,0.023059504347247812,,,0.9784998527883251,0.004231134093012981,,,,,,
S4,ppo_lag,50,136.69246152045145,2.7835521177189286,3.341928632393789e-105,-22.473523390968598,0.9458395918068119,0.0005902231127887025,3.689551906103306e-11,-1.5128510417417103,0.5194444444444444,0.07088453487151211,5.445395021345708e-16,2.2057962936450517,0.7877400519045504,0.00851954011031464,2.713690846349896e-50,-7.861121153173925,9.023207307463231e-104,4.0585070967136363e-10,9.257171536287704e-15,5.698750777334782e-49
S4,tou,50,356.4223850000001,3.4143343890113025,0.672139444079991,-0.08491323641413823,0.9374423187854134,0.0008378398141354053,3.0387703455482093e-35,-4.694270583577013,7.2138888888888895,0.6649731638509746,3.8108896671806124e-26,4.191100346037566,0.9985144495831761,0.0007229874317777174,2.1720478038505045e-12,1.8277918227449441,0.672139444079991,1.0331819174863911e-33,8.76504623451541e-25,1.5204334626953533e-11
S4,uncoordinated,50,380.1032400000001,3.3372542871528688,2.2328176432139403e-17,2.089572434070629,0.9376743980159425,0.0008256010613650808,3.7202749684130257e-35,-4.651479033826707,6.929166666666666,0.6486672495334446,7.714870307553003e-26,4.124369476839289,0.9987324826521327,0.0007308548927197085,1.5257840647382775e-12,1.8471299994902317,2.0095358788925462e-16,1.2276907395762984e-33,1.6972714676616608e-24,1.220627251790622e-11
S5,cpo,50,164.1949854277968,2.2419551258097834,3.4635787600512575e-112,-29.605952959430386,0.9517464533798972,0.0002951532631130874,2.3457291093092404e-15,2.273587065852139,0.008333333333333333,0.008376923033320337,0.056934092299322156,0.38996021017180893,0.7899693888885427,0.005095842814492923,3.167668419450501e-73,-10.881649062231588,1.1083452032164024e-110,3.5185936639638606e-14,0.19918592112599764,1.0770072626131702e-71
S5,flat_ddpg,50,258.40883636730194,3.7892449010905933,4.730864316398099e-83,-14.823650079081862,0.9467288928331201,0.00044005201559338934,1.2757128616303235e-19,-2.9433569239239508,2.283333333333333,0.5172900540315848,1.961355464184274e-11,1.7302993933303332,0.8668650787781944,0.005933436191957929,1.2843286451654788e-46,-5.745769475873336,8.515555769516578e-82,2.296283150934582e-18,2.5497621034395566e-10,2.3117915612978617e-45
S5,hrl,50,118.32033154888987,2.152634131803428,2.6438862986525903e-117,-35.105780679571986,0.9533977210723097,0.00027730250802741305,1.3773909704581626e-28,4.752795887844881,0.0,0.0,,,0.8032636989609734,0.006420041773693557,1.197146612370468e-59,-8.691422986279944,8.989213415418808e-116,3.581216523191223e-27,,3.4717251758743576e-58
S5,milp,50,85.87201357239614,1.970449759995361,7.281183536534122e-118,-39.87180279284417,0.9495280771122384,0.0004867031936958509,0.0471635765643722,-0.407214620968301,0.19027777777777774,0.10648811734556335,0.0009947010639537992,0.7004433053017676,0.49659352668233514,0.010276413680894032,4.2358859979699955e-68,-16.832738204110015,2.5484142377869426e-116,0.07339402686806787,0.007957608511630394,1.2707657993909985e-66
S5,nested,50,437.4878110001962,2.840348927052527,,,0.9500337591627076,9.10886908035217e-06,,,0.0,0.0,,,0.9735450671946906,0.0042149448624509145,,,,,,
S5,ppo_lag,50,180.56973211565727,3.199845868911095,3.709639568356076e-106,-23.538400003212917,0.9512181358718892,0.00032754363554992634,4.869444223095676e-09,1.416898983542307,0.02083333333333333,0.02030059598954829,0.04979648028149941,0.4022870397928835,0.8057601687556349,0.008460414167835136,9.898461452361362e-47,-6.95833519512805,1.075795474823262e-104,4.3824998007861084e-08,0.19918592112599764,1.8807076759486587e-45
S5,tou,50,445.674075,3.9806742756217774,0.0014796592912555324,0.6562232382333382,0.940299924316633,0.0007461253036916045,5.342768476691521e-30,-5.113590073509688,11.872222222222222,0.965963991098408,8.11452463000052e-29,4.817892958741763,0.9982874642623278,0.0008429755336863733,1.0725973336824741e-15,2.2564179091820287,0.007398296456277662,1.6028305430074562e-28,2.0286311575001298e-27,9.653376003142266e-15
S5,uncoordinated,50,474.78211000000005,3.925313301414212,2.740719605354419e-26,3.0173073411065765,0.9405073884459939,0.0007508847492416437,1.9058391263802328e-29,-4.972883771049218,11.493055555555557,0.9924231863797809,1.1828771285240714e-27,4.5396740418897235,0.998392323904454,0.0008438960410284918,9.138791952677312e-16,2.2658855206511856,2.740719605354419e-25,5.3363495538646515e-28,2.838905108457771e-26,9.138791952677313e-15
S6_deadlock,nested,50,314.79968664161674,2.325820792396777,,,0.9500716356258255,2.548472033403509e-05,,,0.0,0.0,,,0.9735705558747383,0.005050679710977405,,,,,,
S7_q_exhaustion,nested,50,459.8150942536637,3.6502584237181046,,,0.9473752127754742,0.0006360679073574545,,,0.975,0.3522174202266423,,,0.9646132002703226,0.005173855322714778,,,,,,
